temperature,activity_level,heart_rate,health_status
37.75788902300329,1.5061263080336071,70,healthy
38.47979291988554,1.4711764105006455,71,healthy
38.42749899897917,1.138859726767918,43,healthy
38.98701254916396,1.6243876561295874,87,healthy
38.40491498247157,2.251886766196826,85,unhealthy
38.0544758499394,2.528043728852293,54,healthy
38.29143206987236,1.255765452027884,69,healthy
37.96154217127721,3.258905899265521,59,healthy
38.25618400869549,2.024422130791243,80,healthy
37.688311190308966,0.9210964640161596,52,healthy
38.09206213495408,2.4611804235657524,80,unhealthy
39.17829786531121,2.0540082942965188,89,unhealthy
37.95682487770496,0.779193344484624,59,healthy
39.179549500448246,2.391354040944155,86,unhealthy
37.94246575642882,0.7399969601960761,42,healthy
38.48430016868053,2.651918099516217,41,healthy
38.467748467493045,2.4642764479468204,82,healthy
38.80158404922611,1.5411115572755578,59,healthy
38.46377020436214,1.7650767251545196,65,healthy
38.5246773888419,1.980101407946965,80,healthy
38.08950764861156,2.2421792523916144,52,unhealthy
37.88733666459162,3.099342351709266,43,healthy
37.41700460124605,2.4753110770897395,58,healthy
38.80484427340636,1.8388410529696493,60,healthy
38.50462890740848,2.0236042900129463,60,healthy
37.55236880826771,1.662928594077835,44,healthy
37.39646469357649,1.8661855921596384,46,healthy
38.04771174408518,1.268314748794217,71,healthy
38.03318575971228,1.3383435288809793,79,healthy
38.110705037438606,2.7282534508078875,56,healthy
37.78555323109646,2.3100139750087765,58,healthy
39.15821307028511,1.8349527588842367,48,healthy
38.168685257238295,1.736159914087956,74,healthy
38.33374479712399,1.451827298485059,51,healthy
38.63359399627593,0.8463067815659757,83,healthy
37.29929326278051,2.0132503105854167,65,healthy
38.58632955354925,1.755085112246524,41,healthy
38.46525207902695,2.929236180496105,68,healthy
37.86708799158584,1.9660659576735235,62,healthy
39.112729066186816,1.5310545256141723,54,unhealthy
38.78886903845111,2.166492077355169,59,unhealthy
38.892337012480986,2.826338213220873,59,healthy
37.56439621857247,2.490025915985094,54,unhealthy
38.389713325574775,1.759110500844177,61,healthy
38.46688011324876,1.5239271335483304,86,healthy
38.8396071687807,2.5885348847767786,88,healthy
38.04454376609298,1.42266119814028,46,unhealthy
39.21977896647835,2.133573840526409,66,healthy
38.304147102112296,2.343185719328351,79,healthy
38.46199095615441,2.1167578756077567,82,healthy
38.008435615526906,1.7543153036558357,46,healthy
37.958436590835824,1.8874470258403693,80,unhealthy
38.06674279096781,1.3407856029772038,78,unhealthy
38.41362358472694,0.8182049535342245,71,healthy
38.87727626598175,1.9840130999002183,40,unhealthy
39.04396525976467,1.7027540614834376,62,healthy
39.04990848610752,2.070882516074803,56,healthy
39.1893292098603,2.264758473304152,44,healthy
38.29003336939845,2.056082756263906,64,healthy
38.41511845071142,2.2291806634170763,58,healthy
38.61982314757762,2.3670974274267658,44,healthy
39.22986533465334,0.9775704964452956,71,healthy
38.46260008814432,2.3980084424506543,87,unhealthy
38.54654025274535,0.8755703563483794,45,healthy
40.12946224741024,1.5214332244966948,44,healthy
38.50170767643,1.4444508047321645,46,healthy
38.54888125152984,2.8010284320280925,52,healthy
38.24393159886938,1.901898561543148,83,unhealthy
38.12712094749002,1.999773962381948,61,healthy
39.84930453663337,2.337698387527157,71,healthy
38.03355363851868,2.023218707800732,78,healthy
38.66397688284086,2.085616917577843,89,healthy
38.75128747616436,2.692568363263865,81,healthy
39.07881555049169,1.817647558843009,58,unhealthy
38.15302245071265,0.8378207199304419,66,unhealthy
38.42613878389108,0.9055587964800574,76,healthy
38.558751840132,2.7254713019833043,81,healthy
38.8393712713381,1.1012795341124593,81,healthy
38.05451919019059,1.528499326485925,68,healthy
38.70792896474879,1.8109012610246733,60,healthy
38.790275324020286,1.849794237166204,45,healthy
38.9944232595396,1.3957970170469451,64,healthy
38.28393756960131,1.565155593839302,78,healthy
38.86960694348197,2.607366221793612,65,unhealthy
38.696902502476085,1.5966806923019057,83,healthy
38.73278918492565,1.9902830362372823,56,unhealthy
38.231083703526295,1.696519953349199,73,healthy
38.5418109398467,2.661668253426297,72,healthy
38.71599569899795,1.214588342744698,60,healthy
37.994752213689765,1.849508939442542,88,healthy
38.291247523943774,2.4906864412896144,40,healthy
38.92025824415989,1.8555206430897588,45,healthy
38.239335217020056,2.2928127983462634,43,healthy
38.26944894661476,2.523494487097973,60,healthy
39.13678481978083,2.584694704954784,78,healthy
38.22696613874179,0.98965881669929,44,unhealthy
38.91175911711603,1.695631522455027,69,healthy
38.18022619564634,3.1314120730938613,46,healthy
38.485131542282254,0.7503423423701344,61,healthy
38.23789045040122,1.726410397851179,70,healthy
38.11400756938704,1.1169772454325149,66,unhealthy
37.51832791171879,2.458925944857195,87,unhealthy
38.19962910326248,1.2929408296964628,45,unhealthy
38.374731352824135,2.035499964657016,73,healthy
38.778641637070514,1.2565396342061597,51,healthy
38.5664179382203,2.5418171599271058,60,healthy
38.474400432392414,2.1345360090995897,58,healthy
38.17679036572715,1.4658401039078408,42,healthy
39.48922245611693,1.4238017422396778,68,healthy
39.66743475340063,2.4769065039115947,81,healthy
39.16111096576572,2.54243322191086,83,healthy
39.73463018482866,2.1568842249252924,42,healthy
39.15832215497183,2.096756965487691,58,healthy
38.49838523353798,2.028836588886475,75,unhealthy
38.56519591084098,0.1989843407231276,46,healthy
39.32961630384992,0.7371004517259667,55,healthy
37.71919529335087,1.979289585635212,86,healthy
38.33645088356816,2.6805538776857327,42,healthy
38.66340191657389,1.517329189824518,77,healthy
37.6024251962524,2.0644133715244224,88,healthy
38.89649903707127,2.3162725448835,55,healthy
38.5674377961197,2.0703896012556067,54,healthy
38.07443738155023,2.474524130501448,63,healthy
38.82946309404304,1.6119146903774006,86,healthy
38.10395445142854,1.890837395328163,44,healthy
38.41494225444272,1.3106565385009372,69,healthy
37.94762480280124,1.2314449878175997,49,healthy
38.54237721481024,2.316743770437077,83,healthy
38.66294045610884,2.1792004613409373,42,healthy
38.21333354177554,2.4488419243788524,82,healthy
38.34344583525906,2.599728812259825,55,healthy
37.51545350763384,0.566946490260772,41,unhealthy
38.61106017620336,2.979973166370464,45,unhealthy
38.93080128709056,2.0365693649600773,84,healthy
38.69283853413711,2.2443013047382028,79,healthy
38.67013892435646,1.3396970037336946,61,unhealthy
37.974994196096986,2.855030086831244,62,unhealthy
38.66095412166551,0.9314930958571828,81,unhealthy
38.3223733929154,2.3131365957173338,80,healthy
38.866406325637385,1.6710912233806845,62,unhealthy
37.92264788643288,1.94126946880992,86,unhealthy
39.37955546944803,0.6055880044213546,69,healthy
38.54650906584661,2.1191375540357185,45,unhealthy
37.778645383133856,1.520594917801323,81,healthy
39.34075281484629,0.8108501978457483,48,healthy
38.62273761326925,2.0508880222529795,48,healthy
37.76735558050791,1.8301945559962487,55,healthy
38.184820807061385,2.5108597548376714,49,healthy
38.2505648000756,1.9663707769821264,50,healthy
37.81767160083216,2.040424822332216,66,healthy
37.91286319075668,1.9904393744736744,71,healthy
38.06056730141005,1.0336940029232045,87,unhealthy
38.80956452882773,1.6026878302541496,67,healthy
38.45384162070362,1.652374799121952,64,healthy
38.55934239966892,1.7594906582360186,73,healthy
38.38290181055756,1.484774739646913,87,healthy
38.33862900432118,1.496303843351728,63,healthy
39.755494654876905,2.111763968037516,63,healthy
40.2514710102517,1.2244688076596817,49,healthy
37.92973379285731,0.8083681426455424,68,healthy
38.45371132132267,1.7416626983657226,59,healthy
38.85390089888755,2.368637713023188,72,healthy
38.15519495237749,1.552284266278997,42,healthy
38.0711028025745,2.422327464775522,46,healthy
38.81791920809504,1.3696094179541027,63,unhealthy
37.76909857053534,2.378686688813519,41,healthy
38.35397326203562,1.6545688286261655,69,healthy
38.039719486401566,2.11814184056986,68,unhealthy
38.57517965770183,2.2359156396290176,57,healthy
38.12139843255981,2.075925617883057,88,healthy
38.13789096553732,1.5601549960975774,84,unhealthy
38.568325773956914,1.4779132254670968,80,healthy
38.70932918676976,1.5425601068526045,68,healthy
37.87880787065637,0.7465726898320189,50,unhealthy
38.3159356726144,0.6523856865810845,59,healthy
38.50227067531469,1.532255162844848,57,healthy
37.2399123385091,2.4734547284875408,41,unhealthy
39.24694116347946,1.8003699699521334,55,healthy
38.57868225658807,1.9913104540922133,78,unhealthy
38.790113975357,1.768662454673918,81,healthy
38.61768153088123,2.3470040783522688,43,healthy
39.11902797495606,1.6069476997086551,68,unhealthy
39.46224864401634,2.9713972411611014,48,healthy
37.99450306605527,1.4198359989459202,75,healthy
39.15923253987972,2.7755084709262423,70,unhealthy
39.515195881821725,2.619333145391599,73,healthy
38.39413398974779,1.7528302469049135,41,unhealthy
38.51803423999295,1.9906302019864528,57,unhealthy
37.425208305919824,1.9595249669543773,84,healthy
37.74263541256689,1.440752273301936,76,healthy
38.39828528692188,2.162668636697872,75,unhealthy
37.860564948647024,2.2483613069414723,87,healthy
38.88131970354109,2.413380509909896,56,healthy
38.24733582980696,1.422453740020009,78,healthy
38.27166837578144,2.718424671789025,51,healthy
38.68318883170393,2.5670956366160977,75,healthy
38.58131956045677,1.4879661525391972,57,healthy
38.11392062623821,3.001663412641984,40,unhealthy
39.39359147375687,2.506641051069431,75,healthy
38.24725434336835,1.026895226548242,63,healthy
37.62198589305208,1.719750361382684,51,healthy
37.920463975162285,1.0249833032502116,42,healthy
38.59029882448012,2.304728036139027,86,unhealthy
38.39306044038327,1.8106113647503272,60,unhealthy
37.51386501286989,1.6937410868506586,52,healthy
38.45858584273879,1.8085380450698416,40,healthy
38.33470453448878,2.4861670467842245,88,healthy
38.12523870383253,2.3382740763461265,68,healthy
39.55329280379226,1.1206698456633484,83,healthy
39.79878704214125,2.3453120015210613,52,unhealthy
38.54391223836629,1.983322406310392,56,healthy
38.95326181937403,2.2454644345080066,78,unhealthy
39.85669099822615,2.5345719416098973,66,healthy
39.02048929341734,2.0455990452804484,81,healthy
39.17045241970739,1.1829004186395389,80,unhealthy
38.4021779764496,2.3083015825016107,55,healthy
38.17856921583952,2.538212102797899,50,healthy
39.04544679685648,2.34621639753995,41,healthy
38.41274108359247,1.778845834739906,82,unhealthy
39.01498896822261,2.3657045577395768,68,healthy
39.111208657511135,2.5004207153448093,68,healthy
38.67267802214591,0.893391416648646,59,healthy
39.39009720678065,2.639258588634238,59,healthy
39.45443962112589,2.074977991031204,65,healthy
38.45837924475097,2.09197517693953,51,healthy
38.98640676588052,1.7087541165741835,67,unhealthy
39.49461985208533,2.813074957401513,83,healthy
38.77755819837292,0.1174379640448897,74,healthy
38.64907170139752,2.213468433856164,54,healthy
37.75914805519249,1.1471169288133267,54,healthy
37.65703320686607,1.2343909164643747,85,unhealthy
39.535163129839496,2.4300588772239737,64,unhealthy
37.75671649777718,1.9572616021947304,40,healthy
38.127224353405936,2.421624026995014,57,healthy
37.862274313566864,1.848503176933288,56,healthy
38.63336752577075,2.424570216425385,86,healthy
38.58427303337836,2.83878638781976,56,healthy
38.072520523859,1.900227536455114,76,healthy
38.60537286968833,1.3210647794709622,53,healthy
39.51933668909091,1.4550871929633682,65,healthy
38.82035067094649,1.602258402050434,87,healthy
38.12096045368289,2.045600536930656,62,healthy
38.84218888595567,1.5455459756352308,62,unhealthy
37.85728222907154,2.426437634336071,51,healthy
38.071751034570674,2.297515413211609,52,healthy
38.098116455554496,1.9611777774358825,59,healthy
38.67149512576539,1.5284507868564952,85,unhealthy
37.924320598481,1.385033184098062,79,healthy
39.12359031563502,2.020051136666468,64,healthy
38.45685452725336,2.146377048979589,48,healthy
38.91162637478958,1.9112714380373304,72,healthy
38.06988989145796,1.2857691176760953,40,unhealthy
38.28615691344507,1.688900973536048,50,unhealthy
38.743312854636486,2.127452370837056,62,healthy
37.88738158002057,1.2939375467271752,78,unhealthy
38.799701727924166,1.830729781480008,70,healthy
38.34534115845335,1.3813329463925357,61,healthy
38.19597620724409,2.319862308837301,46,healthy
39.17176685770287,2.772197245674396,52,healthy
38.61463804366609,1.3064641625321376,80,healthy
39.497694957500784,1.99267313978014,40,healthy
38.765039200029,2.626814385747568,59,healthy
38.24906609453367,2.043644793665615,60,healthy
38.346785351045625,2.4006464076566094,54,healthy
37.66294273607932,2.3666435936733543,82,healthy
38.54214934499222,2.5840282759671904,77,healthy
39.02228354001437,0.9062987753207304,52,healthy
37.96149467233818,1.890289395022268,82,healthy
38.12597512295196,2.2127075178796725,89,healthy
38.66191810925229,2.2470458344484667,46,healthy
38.46529263372482,0.4768484896741339,58,healthy
38.21821473574813,2.338589077955129,69,healthy
37.71018456753281,1.2325322720229013,48,healthy
39.680642236589485,1.6681510820898662,77,healthy
37.99882502964311,2.0346917466170207,42,healthy
39.59832555530404,2.0923799767460576,89,healthy
38.74954314234712,2.230607419539423,43,healthy
37.7766093476051,1.8174217271505384,76,healthy
38.88947546087629,2.5759106053603795,45,healthy
39.43063094948037,1.6909899811527165,70,healthy
38.23092129962495,2.504863856612893,62,unhealthy
39.1130524643412,1.7193518130042371,85,healthy
38.224454428729295,2.314667132692197,72,healthy
39.07468868127478,1.2228244321249542,55,healthy
39.21599872539792,1.9263431527457056,52,healthy
38.78491023090591,2.2393846571750364,67,unhealthy
38.206624701400266,1.870905208985199,58,healthy
38.99548391289738,3.130929984096857,62,healthy
37.84835383796633,1.582128282870731,73,healthy
38.27580003339532,0.5174999394309161,40,unhealthy
38.77224492009567,2.161589010002173,82,healthy
38.689406423158125,0.8378671101106009,56,healthy
37.8777364697357,1.6813956729680268,42,unhealthy
38.320703451429615,1.6645125193872348,80,unhealthy
38.687461269620094,2.086923898572921,73,healthy
38.20670962407653,2.9652761334253195,84,healthy
38.32991919908813,0.8519474671173746,75,healthy
39.07239882095348,2.109664251815323,63,healthy
38.623764803735966,0.4777151116374689,52,unhealthy
38.94831988955976,1.5145449503960875,58,unhealthy
38.486820195888136,2.317892211872565,40,unhealthy
38.05896059750697,1.6128529408265544,45,healthy
38.81759444889325,2.9503852988591563,52,healthy
38.408662233795006,2.7036443059680693,68,healthy
37.449846824474015,1.3409488633198776,54,healthy
38.869430015612096,2.704273060265571,69,healthy
38.48257359857356,2.5481816711712635,68,healthy
39.24201454242975,2.6877500354175443,42,healthy
38.47973014088566,1.698374803463376,80,healthy
39.03581915219985,2.1600005049628583,68,healthy
38.07793563389945,1.853500372675088,60,unhealthy
38.50234538884654,3.009067570493906,82,unhealthy
38.44507618357995,1.6412207514428512,87,unhealthy
38.26983032350378,2.062472714993139,74,healthy
37.83175862072185,2.308600227092499,87,healthy
38.77499959461214,0.7754159863918848,81,unhealthy
38.54498936474767,2.105002734645604,84,healthy
38.03760059748837,1.3111159530117993,77,healthy
37.91578387870424,2.401728693803766,49,healthy
38.6006109289629,2.542857337716858,86,healthy
39.20959190660626,1.818180682991751,47,healthy
37.38621111554105,2.2751809546906148,49,healthy
38.691468229185055,1.5223207144685214,42,healthy
38.22373692636821,2.473171624725766,84,unhealthy
39.00962035821504,2.668560303231503,53,healthy
37.45543780222216,1.609147427779608,60,healthy
39.27855429986999,1.7971035091554357,42,healthy
37.97550859697907,2.38575016920835,87,healthy
38.08998946995302,1.5805465035206374,65,healthy
37.588953342216975,1.780273324137407,84,healthy
38.90667908145704,2.1876339114362504,42,healthy
38.41590073280992,2.406748960847187,67,healthy
39.05473323415489,1.8772053615323805,82,unhealthy
37.67146455112629,2.2029071913039084,57,healthy
38.374712536394014,2.3631418469565064,45,unhealthy
38.73596174797241,1.1144485509966635,46,healthy
38.60485899052317,2.195967172610523,60,healthy
38.58860446207115,1.9627712125163703,56,unhealthy
38.22007719935875,1.8920184251598804,57,healthy
38.28877919901224,1.8496732512709024,82,healthy
38.31002480998736,2.439117162400537,88,healthy
38.69995705093837,2.346707861850968,70,healthy
38.511215495334405,1.402124735642323,68,healthy
39.02304155698202,1.399392088090214,43,healthy
38.79401070009848,2.00644774097679,62,healthy
37.56281147055828,1.987643289534447,69,healthy
39.508296154882494,1.1645818681199722,47,healthy
39.16376879051955,1.1672687794018282,84,unhealthy
38.50699815445496,2.561745908443433,87,unhealthy
37.999348260296166,2.2869371480409058,40,healthy
38.89873495136418,2.470430332403814,76,healthy
38.691738453423135,1.0976353188467578,87,healthy
38.91270458701765,0.9326071605589572,89,healthy
38.07940663574578,2.29555036270784,74,healthy
38.53739529344752,2.0483880583860694,77,unhealthy
39.296491892705546,0.7741293077854563,63,healthy
38.449817879972926,2.559464721033576,89,unhealthy
39.38067048215487,2.08017226605498,57,healthy
37.45319758391831,2.369091499072132,53,unhealthy
37.61601498087275,1.8872058465705432,70,healthy
38.56083682159386,2.058187893957121,67,healthy
38.552838970230425,1.8183458476877967,55,healthy
38.52693757874326,1.3580022480894225,57,healthy
38.097148413922014,1.387135952576485,42,healthy
39.334057581344574,2.853786978949391,87,healthy
38.274282476689706,1.6954732095620115,82,healthy
38.55338410460689,1.748644750401026,88,healthy
38.7417371553853,2.324032304411118,56,healthy
38.69337245128296,1.8982181339843047,52,healthy
38.56164003005416,2.779842379002507,58,healthy
38.352101956684,2.914825895297131,51,unhealthy
38.88866494216088,2.625854680941065,43,healthy
38.89188835539183,2.568041378857148,83,healthy
38.38063248430329,2.0546737698759405,85,healthy
38.23890858852133,1.8165551779142344,72,healthy
37.63407100065683,2.2764444349803616,57,healthy
38.388496551218594,1.3648434337834952,67,healthy
38.74424173434851,2.1375790517309987,56,unhealthy
38.15489947692371,1.8477553647983127,74,healthy
38.8676730854888,1.4232603235745176,43,healthy
37.81450702827925,2.5931329901716023,41,healthy
39.31319671000272,2.36177928518558,87,healthy
38.9790852676885,1.602186235335682,50,unhealthy
38.08943018417133,1.3191970175850043,46,healthy
37.41330236914882,2.291538232499922,66,unhealthy
38.78441139098021,2.1292988831958177,56,healthy
38.11517627077744,2.471094167596049,40,healthy
38.135466141264445,2.4547173647767,47,healthy
39.160381331195424,2.4385662452723884,44,unhealthy
37.65104641732658,1.6984978635659662,74,healthy
38.75860172292228,2.2574400425354173,77,healthy
37.763780440404325,2.07110431221375,56,healthy
38.586667754196505,1.3655592384705837,73,healthy
38.94578157848219,2.2599582546499386,87,healthy
38.99066715517158,1.795546947443471,73,healthy
37.81509841048912,2.169285101325594,89,unhealthy
38.98525081051303,1.518077641487764,44,healthy
39.3958877189418,2.077597015042703,53,healthy
37.93456280669512,1.755548365332767,46,healthy
37.519984221558985,1.231082660299218,46,unhealthy
38.51864693776884,3.0278749685487107,69,healthy
38.02977345925949,2.4318504394448515,86,healthy
38.37177973578442,1.967530930172644,80,healthy
37.94718590408199,0.8653763338614722,70,healthy
38.22741197906333,1.4792521628064652,76,healthy
38.142356479523045,1.789354552550758,81,healthy
38.55967451689357,1.1984411583126833,55,healthy
38.42132431325362,2.202487378330223,59,healthy
39.3012027772656,2.084688293691272,78,healthy
38.22913058910604,2.349779351024956,54,healthy
38.81949742378789,1.9149364645651648,68,healthy
37.83723474500355,2.064300169822148,88,healthy
38.69358796510124,2.7929057437739795,62,unhealthy
38.73368927481,1.8638750381094416,87,healthy
38.97170220446976,1.3617096915074371,61,healthy
38.19785289784159,1.026121330255806,88,healthy
37.77426205894265,2.910079546845361,62,healthy
38.31617295566663,2.852568777512589,73,healthy
38.49325893791735,1.902616432770164,64,unhealthy
37.9016648742129,2.110586446435152,49,healthy
37.61183986191233,2.850226796233285,63,healthy
37.30729060069639,2.267010922199697,61,healthy
39.12817422418282,1.126046805509971,77,unhealthy
37.83110903184568,1.818633364085528,80,healthy
38.43218350037226,1.7464899062147583,68,healthy
38.90752796875474,0.3854388872041629,75,healthy
38.516049404043954,1.288672130573514,75,healthy
37.78249485028867,1.3148670067155883,85,healthy
38.45194783189578,2.443989989037445,47,healthy
38.09480662809084,1.9504438294095725,48,healthy
38.71995574412715,0.2677224978702273,75,healthy
38.30085371096539,0.9538563119266568,55,healthy
38.28623093233842,2.0262965462998603,62,healthy
39.32894787838787,1.6877924189336329,66,healthy
38.87842329032645,1.7758632536787062,81,healthy
38.13656427047267,2.870161383285715,82,healthy
38.22619088546479,0.7698832025737327,52,healthy
39.048627317686446,2.145621942707847,88,healthy
39.47498012184923,1.6859258920998503,42,healthy
39.19676801958106,1.970131417656528,71,healthy
38.58605852130471,1.6983886897398794,54,healthy
38.8140108302064,2.215283757188649,68,healthy
38.465118641603006,2.062199591887122,80,healthy
38.53480610029922,1.821628544273289,48,healthy
39.37432115486583,1.7760873816760356,57,healthy
38.58986994291826,2.0779350017181097,60,unhealthy
38.91886129491835,1.639809032763531,69,healthy
39.51985252967423,2.172183169987839,82,healthy
38.96995139588133,2.496891249906285,78,healthy
39.09261377395264,1.190048781446702,74,healthy
38.25440456130376,1.8068497206302376,54,healthy
38.59010655650408,2.008514293682228,61,healthy
38.30369073135637,1.5166558370280636,57,healthy
38.07413391820671,2.188625718495638,79,healthy
38.83463099066837,2.570226259260324,67,unhealthy
38.9360394754646,2.5285664682947893,40,healthy
38.475189685632905,1.7549204557577798,42,healthy
38.298323181044864,1.965415383079292,86,unhealthy
38.4477347957164,1.9713836943017968,80,healthy
39.69636234683973,2.477783655909015,86,healthy
38.59789304809816,1.3704373948659974,44,healthy
38.62908340310501,1.230694582854727,55,healthy
39.19984481735948,1.9190212084273937,74,healthy
38.28157814469396,1.351571448401644,46,healthy
37.82239705334611,2.3928876575174045,56,healthy
38.391249342797,1.1230858763962248,46,healthy
38.61292824283807,1.741695573262245,70,healthy
38.35006968713705,2.6287393342564425,80,healthy
38.35826399362927,2.2352030228240207,83,healthy
38.37452537386123,2.148574913169143,78,unhealthy
38.45885672511649,1.645371546945935,47,healthy
38.34252996346959,1.9420689214437,44,healthy
38.60773295151424,1.661764564403197,64,healthy
37.77009817309033,2.0145972636863303,77,healthy
38.08474908434866,2.2747983320947536,73,healthy
38.93820401999631,2.1666600615470992,86,healthy
38.95362837789322,2.0260716285137743,53,healthy
37.97198233162332,2.11876995842232,64,healthy
39.3057078164523,1.2917836054229508,41,unhealthy
39.13346092704266,2.2898933786027023,86,healthy
